event,date,round,black,white,result,moves
EGPGdansk,2008.06.08,3/4-2,LillaKamil,CupialMilosz,33-31,D3C5E6F5C4E3F4F3C6C3D2B4B3D6D7C2F6A3B6B5C1E7E2F1A5A4A2A7G6G4D8F8E8C8G3C7H4F7G5H6B7D1B1F2A6A8H7H5G7H8B2H3G8A1B8H2H1G1
EGPGdansk,2008.06.08,3/4-3,LillaKamil,CupialMilosz,20-44,D3C5F6F5E6E3C3D2C4B5B4D6F3F4E2D7F7C2C7C6E7F1G3G4B3A5A6B6A3A4G6F2H3C8B2G5C1A1A2B1H4D8D1E1B7H5G2H6H7E8A7H1F8A8B8G1G7H2
EGPGdansk,2008.06.07,1,SzalankiewiczMarek,SzyszkoKrzysztof,39-25,E6F6F5F4E3D6C4F3G3D3C3E2G4C5D2B4B5B6A4A3A2B3C2H5F1F2H4G5A5H3A6E1D1B1C1G1H6H7G6F7B7B2C7C6A1A8H1A7B8D7C8E7H2G2G7D8H8G8
EGPGdansk,2008.06.07,1,AndrianiBintsa,PeczkowskiPawel,28-36,F5D6C5F4E3C6D3F6E6D7E7C7C4F3D8C8G4G3F7F8B8H5H4H3G5B3C3B5B4A4B6A7F2E1F1G1D2E2C2H6A3A2A6A5B2G6D1A1H1E8G8G7H2G2H8H7B1C1
EGPGdansk,2008.06.07,3,KazimierczukMariusz,CupialMilosz,29-35,C4E3F4C5D6F3E6C3D3E2B6F5G5G6B4F6G4D7C8B3C6F7E7A5D2H4B5F2E1C1D1F1A4A3C2B1H3H6H5G3H7A6H2A7G2E8F8D8G7H1G1H8A1G8A2B2A8B8
EGPStockholm,2008.05.25,F1,NowakDominik,LeaderImre,27-37,C4E3F5E6F6C5F4G5G6F7E2F2D6F3G3H3H5D2B5C6E8B3D3E7C1C7D8H6E1D1C2H4F1B6A4G4C3A5A6B4A3F8G8B2H2H1A1B1A2G2D7B7H7G1A8A7C8H8
EGPStockholm,2008.05.25,F2,LeaderImre,NowakDominik,47-17,C4C3D3E3D2B4B3D1F5A3F4B5F2F3E2G5G4E1C1B1C2D6C6D7C5E6E7C7F6B6G6H5C8F1H6E8D8F8G8H4G3H2H3H7G2B8A8B7F7H1G1B2A7G7A1A6A5A4
EGPStockholm,2008.05.25,3/4-1,KashiwabaraTakuji,LazardEmmanuel,20-44,E6F4C3C4D3D6E3C2B3F5F3D2E2B4C5F1A3C6C7G4B5D7H4F6G3B6E8A6A5D8A4A2D1F8G5G6F7H5E7A7B2E1C1F2G2G8H6A1B1H1G1H2H3H7G7H8B7A8
EGPStockholm,2008.05.25,3/4-2,LazardEmmanuel,KashiwabaraTakuji,33-31,E6F4D3C4C3D6E3C2B3D2F3B4F5E2E1F1C1F2D1B1C5B6C6D7C7B5A4F7F6E7C8A5F8A3E8G3G5G4H4H6G6D8A6A7B7A8B8H7G7H8G8H5H3H2G1H1G2A2
EGPStockholm,2008.05.25,1,AnderssonGoran,NicoletStephane,51-13,E6F6F5F4E3C5C6D6E7D7C3B5G3E2F7C4C8E8D3F3B4A3F1D1D2F2E1G4C1G5A5A4A2B3H4G6A6B6H5H6A7H2C7H3D8B7F8G2B8G7G8C2H1G1A8B1A1H7
EGPStockholm,2008.05.24,1,AspenrydHenry,CupialMilosz,25-39,D3C5F6F5E6E3C3D2C6F4C4B3G5D6F3G4E2G3D1B4C7C2H3H4F2H2A5F1C1A4E1B1B6A6B5H5A3A2G6C8H6H7G2A7B7D7D8F7F8A8B8E7E8G7H8G8H1B2
EGPStockholm,2008.05.24,1,LazardEmmanuel,OdsellCaroline,35-29,F5D6C3D3C4F4C5B4B3E6C6B5E3F2F3C2A4E2D2A6E1F1D1A2D7C1F6C7B8D8B7B6C8E8E7G3G4A5A3B2H3A8A7F8F7G8G7G5G6H8A1H7H6H5H4G2B1H2
EGPStockholm,2008.05.24,2,SzyszkoLukasz,LazardEmmanuel,27-37,E6F4C3C4D3D6E3C2B3C5B4F2D2F5D1B5F3E2G4G6E1F1A6E7G1A4F6A3B6C6H6H4H3H5G5G3G2H1H2B1A5C1A2F7G7G8H8H7D8E8C7D7C8B8F8B7A8A7
EGPStockholm,2008.05.24,3,LazardEmmanuel,EngTintin,42-22,F5D6C5F4E3C6D3G5F6F3G6C3F2C4G4H4H5H6G3H3D2E6E7F1C2F7B3E2F8D8B5B4E1A4E8C1D1A3C8D7G2G1H1H2B6A7B1B2A1A2A5G8H8A6A8C7B7B8
EGPStockholm,2008.05.24,4,AnderssonGoran,LazardEmmanuel,20-44,E6F4E3D6C5F3C4F6F5G4D7D3E7C3G6B4G5B6B5C6H3C7A6H6A3E8H4F7C8A5G3H7D2C2G8F2E1D1C1B3E2A7A2F8D8G7H5H2G2H1G1F1A4A1B7A8H8B8
EGPStockholm,2008.05.24,5,LazardEmmanuel,LeaderImre,17-47,F5D6C3D3C4F4C5B4B3C2D7C6E6B5A5B6A6G6G5H6A4A3G3A7F3C7E2E8C8E7C1F6F7F8H4G8B7A8E3H5G4G7H8D8B8H7B2F2E1A2G2H1G1F1D1D2A1B1
EGPStockholm,2008.05.24,6,PihlajapuroLari,LazardEmmanuel,29-35,F5D6C3D3C4F4F6F3G4G5E3E2F2H3H5D2H4G3D1B5H2F7C1C2B3F1G6A3E8H7E6E7D8G7C7F8D7E1G1H6H8G8B4C6A6C5A5B6A7B2G2H1A2B7A4A1A8B1
EGPStockholm,2008.05.25,7,KraczykRoman,AspenrydHenry,28-36,F5D6C4D3C3F4C5B3C2B4E3E6C6F6A5B6B5A3C7A7D7E7G3D2F8F2G5E8D8C8B8F3F1F7A4A6B2D1E1E2B1H5C1G4H4G6G8H3H7G2H1G1H2H6B7H8G7A8
EGPStockholm,2008.05.24,7,LazardEmmanuel,PihlajapuroKatie,42-22,F5D6C3D3C4F4C5B4B3C6C2D2E3F3G4F2E6C1A4A3A2G6G3E2A5G5F6H3H4D7H6F7F1D1E1G1B5B6H5G2F8H7D8C7E7E8H1H2H8A6A7B2C8B8A8B7G8G7
EGPStockholm,2008.05.25,8,AspenrydHenry,TurunenDaniel,32-32,D3C3C4E3D2C5B4E2F3D1F4B5C2F2C1A4E1F1E6F6B3B1A6B6F5A3B2G3G6C6H3G4H4G5C7D7H5C8F7D6A5E7E8D8B8F8B7A1G8A8A7H8G7H7H6H2G1G2
EGPStockholm,2008.05.25,8,NowakDominik,LazardEmmanuel,34-30,E6F4D3C4C3D6E3C2B3C5B4F2F3D2E2G3D1C6G5E1G4A4F5F1D7H4A5A6B6D8C8B8C7C1B2A7H5H6G6E7H3H2F6H7F7B7A8E8B5A1G7H8A3G2F8G8H1G1
EGPStockholm,2008.05.25,9,LazardEmmanuel,KashiwabaraTakuji,29-35,F5D6C5F4E3C6D3F6E6D7G4C4G5C3F7D2E7F2E2F3C8G3F1H4C1F8D8H5C7G2B4A4B5E8G8G6B6A7H6G7H8H7H1G1H3B3E1D1A5A6A3A2C2B2B7H2A1A8
EGPStockholm,2008.05.25,9,LonnqvistChrister,AspenrydHenry,14-50,E6F4E3D6C4C5G4D3C2C3D7F2F3C1F1F5D2C6G6D1B4E2F6B3E1B5B1E8C8E7A3F7D8F8G8C7B8G5H6H5A5H3G3H7A6A4B6B2G7H8A2A1A7B7A8H4G2G1
EGPStockholm,2008.05.25,10,AspenrydHenry,vandenBiggelaarNicky,46-18,D3C3C4E3D2C5B4E2F3D1F4F5B6A4C6C2D6G3F2E1G6G5H5G4H4F6E6H6H7B5F1G1H3A7B3C7D7E8A3A2A6A5B2F7E7B7A8C1B8C8F8G8D8G7A1G2B1H8
EGPStockholm,2008.05.25,10,HubbardGeoff,LazardEmmanuel,21-43,C4E3F6E6F5C5C3C6D3D2E2B3C1C2B4A3A5B5A6A4A2F4G5G6D6F3F7C7G3D1E1B6E7G4H3H4B1D7A7D8F8E8B7G2H1H2H5F2C8A8B8G8H6G7H7H8G1F1
EGPStockholm,2008.05.25,11,LazardEmmanuel,AspenrydHenry,35-29,F5D6C3D3C4F4C5B3C2B4C6E3D2F6E6B5G4E2B6G5H5F7F3G6E7H6H4H3G3C7A4D8F1E1D1D7F2A6A5H2A7G2H1A3A2G1F8E8B2G8B8C1C8G7B1A8B7A1
EGPCopenhagen,2008.05.04,F1,CupialMilosz,KashiwabaraTakuji,25-38,D3C5D6E3F4C6F5C3C4B5E2E6D2F6B3G5B4G3A6F3B6A5A4F2G4E1D1H3C7C1F1C2B1C8D7D8E7E8F7G6H4H5H7H2G2A2A3H1A1G1G8F8G7B7H6H8A7B8
EGPCopenhagen,2008.05.04,F2,KashiwabaraTakuji,CupialMilosz,42-22,F5D6C3D3C4F4C5B3C2E3D2C6B4A4B5C1A3A6E1D1B1E2G4F6E6G5D7C7F1F3F2F7E7G3G6E8D8C8F8G8G7H6H3H2H1B2A5G1A1A2A7G2B6B7H8H7B8A8
EGPCopenhagen,2008.05.04,3/4,KortendijkAlbert,KazimierczukMariusz,37-27,C4E3F6E6F5C5C3B3F4F3D3C2C6C7D6E2B5B6D7D8B4A3A4A5F2G5G4H4D2C1C8B8D1G3H6H5G6E8H3E1A7F7F1E7B7H7H8A8A6G1G2H1H2B1A1F8B2A2
EGPBerlin,2008.03.16,4,PeczkowskiPawel,BergMatthias,33-31,D3C5D6E3F4C6F5F3C4C3B5G4B6G6B3A3D2F6C2B4A4A5F2E7E6F1G5H5H3D7G3F7A6A7H7A2F8H6H4E8C8E2D8G7H8G8B7C7A8B8A1C1B1B2D1H2H1E1
